Age,No. of years in Formal Education,Sector,Household'S Usual Consumer Expenditure In A Month (Rs.)
40,11,1,11233
22,9,1,11233
20,10,1,11233
43,9,1,6813
43,4,1,6813
18,11,1,6813
75,0,1,6813
60,7,1,5472
54,10,1,18250
52,9,1,18250
28,15,1,18250
24,15,1,18250
2,0,1,18250
24,12,1,18250
54,10,1,17250
45,9,1,17250
23,15,1,17250
25,15,1,17250
65,6,1,20583
59,0,1,20583
37,11,1,20583
36,7,1,20583
17,9,1,20583
13,7,1,20583
37,9,1,20583
34,15,1,20583
10,4,1,20583
6,1,1,20583
30,12,1,19250
29,10,1,19250
3,0,1,19250
19,10,1,6417
35,9,1,20833
28,10,1,20833
8,2,1,20833
10,5,1,20833
57,10,1,16333
54,8,1,16333
30,17,1,16333
28,9,1,5750
72,15,1,25333
67,12,1,25333
36,19,1,25333
35,12,1,25333
12,6,1,25333
14,8,1,25333
10,4,1,25333
38,12,1,17192
17,11,1,17192
16,11,1,17192
32,19,1,16725
29,17,1,16725
3,0,1,16725
35,11,1,17233
30,12,1,17233
10,4,1,17233
5,0,1,17233
73,9,1,17233
67,8,1,17233
22,16,1,5667
31,17,1,10292
90,0,1,9608
45,0,1,9608
36,9,1,7408
32,9,1,7408
11,4,1,7408
7,1,1,7408
46,9,1,13917
36,10,1,13917
18,12,1,13917
16,10,1,13917
48,10,1,17292
45,9,1,17292
27,15,1,17292
24,14,1,17292
23,14,1,17292
65,5,1,18658
60,0,1,18658
36,14,1,18658
25,11,1,18658
4,0,1,18658
12,6,1,18658
9,3,1,18658
52,10,1,9737
46,10,1,9737
45,2,1,19708
41,5,1,19708
21,10,1,19708
80,0,1,19708
20,12,1,6325
35,7,1,9708
24,7,1,9708
3,0,1,9708
48,2,1,7433
19,8,1,7433
39,15,1,20183
33,9,1,20183
11,5,1,20183
13,7,1,20183
58,4,1,20183
54,17,1,16767
54,15,1,16767
24,16,1,16767
36,13,1,17625
27,13,1,17625
10,5,1,17625
12,7,1,17625
72,8,1,17625
62,2,1,17625
50,17,1,21792
48,17,1,21792
13,5,1,21792
9,4,1,21792
38,12,1,16342
14,9,1,16342
59,7,1,16342
45,12,1,7758
46,8,1,21375
36,8,1,21375
13,8,1,21375
11,5,1,21375
70,6,1,10933
69,9,1,10933
30,7,1,10933
62,11,1,13875
58,7,1,13875
30,15,1,13875
26,15,1,13875
24,12,1,13875
72,15,1,7958
52,15,1,7958
17,11,1,7958
32,10,1,8433
29,10,1,8433
8,2,1,8433
4,0,1,8433
50,7,1,13417
46,0,1,13417
22,12,1,13417
20,9,1,13417
18,10,1,13417
48,8,1,13008
40,5,1,13008
19,12,1,13008
16,9,1,13008
38,8,1,7933
28,10,1,7933
4,0,1,7933
61,0,1,9625
55,0,1,9625
35,4,1,9625
32,7,1,9625
11,4,1,9625
2,0,1,9625
51,0,1,13417
47,0,1,13417
25,7,1,13417
22,9,1,13417
18,7,1,13417
53,10,1,16730
49,10,1,16730
24,10,1,16730
23,16,1,16730
47,15,1,22077
49,15,1,22077
13,8,1,22077
19,13,1,22077
40,13,1,21175
40,18,1,21175
5,0,1,21175
14,8,1,21175
7,1,1,21175
62,6,1,21175
55,8,1,21175
53,15,1,19593
43,15,1,19593
11,5,1,19593
9,3,1,19593
49,12,1,5983
66,10,1,11277
33,9,1,11277
81,9,1,5672
57,9,1,9743
54,9,1,9743
58,13,1,31500
56,12,1,31500
21,15,1,31500
24,15,1,31500
43,15,1,6883
41,14,1,6883
12,7,1,6883
72,11,1,6883
41,15,1,6883
37,15,1,6883
2,0,1,6883
60,11,1,17250
30,13,1,17250
80,11,1,17917
38,18,1,17917
88,10,1,7133
75,9,1,7133
49,12,1,16917
36,9,1,16917
17,9,1,16917
16,9,1,16917
69,9,1,12917
10,3,1,12917
74,8,1,10667
35,17,1,48167
34,15,1,48167
7,1,1,48167
10,3,1,48167
65,14,1,48167
54,4,1,48167
67,13,1,38000
60,12,1,38000
30,13,1,38000
28,13,1,38000
43,14,1,25500
33,17,1,25500
9,3,1,25500
7,0,1,25500
25,15,1,33917
25,15,1,33917
28,16,1,17483
25,15,1,13300
38,6,1,9375
19,7,1,7875
70,10,1,12617
62,7,1,12617
37,17,1,12617
26,12,1,12617
2,0,1,12617
8,2,1,12617
35,15,1,12617
24,12,1,12617
0,0,1,12617
5,0,1,12617
67,8,1,15475
59,4,1,15475
41,12,1,15475
36,12,1,15475
17,11,1,15475
12,6,1,15475
38,15,1,15475
30,13,1,15475
11,5,1,15475
4,0,1,15475
30,12,1,12392
23,10,1,12392
2,0,1,12392
4,0,1,12392
38,11,1,6408
26,12,1,6408
5,0,1,6408
0,0,1,6408
42,5,1,8358
32,12,1,8358
11,5,1,8358
4,0,1,8358
8,2,1,8358
40,12,1,7650
32,11,1,7650
11,5,1,7650
0,0,1,7650
48,10,1,7342
40,10,1,7342
12,6,1,7342
40,2,1,8408
36,0,1,8408
17,9,1,8408
15,9,1,8408
13,5,1,8408
70,12,1,22833
55,10,1,22833
25,15,1,22833
24,10,1,22833
51,15,1,30583
47,15,1,30583
22,15,1,30583
19,12,1,30583
49,9,1,22083
45,8,1,22083
20,13,1,22083
17,11,1,22083
8,2,1,22083
43,15,1,25750
8,2,1,25750
16,10,1,25750
60,15,1,18000
56,7,1,18000
69,15,1,24583
9,4,1,24583
6,0,1,24583
44,9,1,26583
36,9,1,26583
15,9,1,26583
13,7,1,26583
55,9,1,17500
50,9,1,17500
80,0,1,17500
47,12,1,26250
44,15,1,26250
18,12,1,26250
10,3,1,26250
70,9,1,26250
65,9,1,26250
48,13,1,16042
43,13,1,16042
21,12,1,16042
76,10,1,16042
40,15,1,19333
38,15,1,19333
19,13,1,19333
17,11,1,19333
65,4,1,19333
53,15,1,13125
50,17,1,13125
63,15,1,21167
59,15,1,21167
87,4,1,21167
60,7,1,14000
49,12,1,14000
20,7,1,14000
22,12,1,14000
2,0,1,14000
74,9,1,9083
50,12,1,9083
64,9,1,10000
60,9,1,10000
42,10,1,17102
37,9,1,17102
10,4,1,17102
18,12,1,17102
15,10,1,17102
14,8,1,17102
50,12,1,17250
48,10,1,17250
29,18,1,17250
26,17,1,17250
40,4,1,14067
16,9,1,14067
18,12,1,14067
17,10,1,14067
13,8,1,14067
49,10,1,10545
45,0,1,10545
18,12,1,10545
50,0,1,16683
33,9,1,16683
32,7,1,16683
27,9,1,16683
23,13,1,16683
64,0,1,16418
35,0,1,16418
32,4,1,16418
2,0,1,16418
9,3,1,16418
7,1,1,16418
32,12,1,16418
21,5,1,5875
20,0,1,5875
38,8,1,5042
43,12,1,24417
34,12,1,24417
17,11,1,24417
45,12,1,11083
42,17,1,11083
17,11,1,11083
38,10,1,22167
35,17,1,22167
12,6,1,22167
54,7,1,22167
68,2,1,23917
30,16,1,23917
28,16,1,23917
3,0,1,23917
42,6,1,12083
35,12,1,12083
12,6,1,12083
11,5,1,12083
26,16,1,11083
31,13,1,18917
28,17,1,18917
30,9,1,9500
26,5,1,9500
55,14,1,39667
47,9,1,39667
23,15,1,39667
19,14,1,39667
36,16,1,103792
33,18,1,103792
5,0,1,103792
2,0,1,103792
25,15,1,14208
52,12,1,23667
46,8,1,23667
34,15,1,38583
25,12,1,38583
7,1,1,38583
60,9,1,38583
53,8,1,38583
33,15,1,38583
31,12,1,38583
61,12,1,30000
51,9,1,30000
31,15,1,30000
28,9,1,23833
26,15,1,23833
3,0,1,23833
6,0,1,23833
27,8,1,9917
24,3,1,9917
5,0,1,9917
19,6,1,9917
19,6,1,9917
7,1,1,9917
57,15,1,16333
47,15,1,16333
24,16,1,16333
43,12,1,17583
40,15,1,17583
13,6,1,17583
17,10,1,17583
65,0,1,17583
39,12,1,14708
34,15,1,14708
13,7,1,14708
32,15,1,16833
26,17,1,16833
1,0,1,16833
34,12,1,16500
25,12,1,16500
5,0,1,16500
63,0,1,20750
40,9,1,20750
40,10,1,20750
44,6,1,13467
38,8,1,13467
47,16,1,16700
39,15,1,16700
15,9,1,16700
10,2,1,16700
44,15,1,22781
30,15,1,22781
6,0,1,22781
9,4,1,22781
64,12,1,22781
77,0,1,11538
57,8,1,11538
50,7,1,11538
23,12,1,11538
59,0,1,5620
32,12,1,5620
12,6,1,5620
72,16,1,25673
45,17,1,25673
13,6,1,25673
58,0,1,12191
49,0,1,12191
20,15,1,12191
64,0,1,10623
55,0,1,10623
25,9,1,10623
23,10,1,10623
2,0,1,10623
41,8,1,3619
60,0,1,2200
48,12,1,12833
45,8,1,12833
24,15,1,12833
21,15,1,12833
30,12,1,15750
28,12,1,15750
8,0,1,15750
0,0,1,15750
60,0,1,15750
26,12,1,15750
32,15,1,10808
29,15,1,10808
5,0,1,10808
8,2,1,10808
40,5,1,16250
38,12,1,16250
1,0,1,16250
9,2,1,16250
23,5,1,16250
22,12,1,16250
19,8,1,16250
33,10,1,10550
30,9,1,10550
7,1,1,10550
38,9,1,11267
33,10,1,11267
10,3,1,11267
2,0,1,11267
34,0,1,7933
30,0,1,7933
34,9,1,16167
30,0,1,16167
9,3,1,16167
6,0,1,16167
4,0,1,16167
0,0,1,16167
45,12,1,14380
40,12,1,14380
19,12,1,14380
17,11,1,14380
64,0,1,14380
58,0,1,8995
48,0,1,8995
18,10,1,8995
20,10,1,8995
16,10,1,8995
42,13,1,9630
34,13,1,9630
8,2,1,9630
0,0,1,9630
47,8,1,8812
39,10,1,8812
16,10,1,8812
18,12,1,8812
35,6,1,9883
30,14,1,9883
2,0,1,9883
67,4,1,9883
61,0,1,9883
70,13,1,5701
58,9,1,5701
57,4,1,9348
49,0,1,9348
30,7,1,9348
24,9,1,9348
2,0,1,9348
45,9,1,9035
38,8,1,9035
18,9,1,9035
20,8,1,9035
12,5,1,9035
44,10,1,16842
38,15,1,16842
16,9,1,16842
10,4,1,16842
46,12,1,19448
40,10,1,19448
20,14,1,19448
17,11,1,19448
29,15,1,11292
29,15,1,11292
42,12,1,18650
38,13,1,18650
18,12,1,18650
15,9,1,18650
20,14,1,7150
48,15,1,9525
32,4,1,9950
24,8,1,9950
4,0,1,9950
28,8,1,11350
24,8,1,11350
2,0,1,11350
57,15,1,31167
50,12,1,31167
23,13,1,31167
21,13,1,31167
60,10,1,31167
55,10,1,31167
31,17,1,31167
26,17,1,31167
3,0,1,31167
2,0,1,31167
26,17,1,31167
24,17,1,31167
54,10,1,22617
49,11,1,22617
26,15,1,22617
23,18,1,22617
0,0,1,22617
57,12,1,15750
49,10,1,15750
29,17,1,15750
61,8,1,21167
53,7,1,21167
29,12,1,21167
58,10,1,21167
32,8,1,16333
27,12,1,16333
7,1,1,16333
9,3,1,16333
49,9,1,15600
39,12,1,15600
73,2,1,15600
45,9,1,15600
26,11,1,10833
24,15,1,10833
65,10,1,11667
55,0,1,21404
32,12,1,21404
26,10,1,21404
7,1,1,21404
3,0,1,21404
29,15,1,21404
27,17,1,21404
32,11,1,15151
25,11,1,15151
2,0,1,15151
30,13,1,8829
23,9,1,8829
3,0,1,8829
40,6,1,7479
38,0,1,7479
17,9,1,7479
14,9,1,7479
18,12,1,7479
42,5,1,10471
38,11,1,10471
20,14,1,10471
16,10,1,10471
44,8,1,9346
20,14,1,9346
22,18,1,9346
50,2,1,15429
48,8,1,15429
27,11,1,15429
26,9,1,15429
26,4,1,15429
25,8,1,15429
0,0,1,15429
24,9,1,5521
25,12,1,5521
2,0,1,5521
74,9,1,26500
62,7,1,26500
47,12,1,26500
46,12,1,26500
23,15,1,26500
19,13,1,26500
85,0,1,26500
54,10,1,21333
49,10,1,21333
26,17,1,21333
78,6,1,47250
73,3,1,47250
43,15,1,47250
43,15,1,47250
13,7,1,47250
11,4,1,47250
32,15,1,62667
32,15,1,62667
70,10,1,21625
60,9,1,21625
74,11,1,10258
59,5,1,6697
78,5,1,10258
70,3,1,10258
64,17,1,51167
64,17,1,51167
28,17,1,51167
64,10,1,64758
63,10,1,64758
49,10,1,64758
42,12,1,64758
14,8,1,64758
46,10,1,64758
80,15,1,34467
68,15,1,34467
67,17,1,46950
64,17,1,46950
50,17,1,39742
14,8,1,39742
75,15,1,39442
59,15,1,49667
58,19,1,49667
27,15,1,49667
71,15,1,55650
44,15,1,55650
78,8,1,83104
65,6,1,83104
49,15,1,83104
42,17,1,83104
13,8,1,83104
17,11,1,83104
47,15,1,83104
42,15,1,83104
8,2,1,83104
14,8,1,83104
42,17,1,83104
38,17,1,83104
11,6,1,83104
11,6,1,83104
63,15,1,26346
54,12,1,26346
32,15,1,26346
28,17,1,26346
2,0,1,26346
26,15,1,26346
30,15,1,18571
30,15,1,18571
32,15,1,20679
28,17,1,20679
2,0,1,20679
18,12,1,10417
20,12,1,5408
52,15,1,20854
48,15,1,20854
26,17,1,20854
71,15,1,19896
41,15,1,19896
39,17,1,19896
8,3,1,19896
53,20,1,42750
45,20,1,42750
19,12,1,42750
21,14,1,42750
52,15,1,50750
46,15,1,50750
23,15,1,50750
15,9,1,50750
41,15,1,28083
28,12,1,28083
8,2,1,28083
47,15,1,60667
41,17,1,60667
10,5,1,60667
7,1,1,60667
28,15,1,16167
26,15,1,9225
53,8,1,7292
45,9,1,7292
25,15,1,15417
42,10,1,23833
36,10,1,23833
14,9,1,23833
16,10,1,23833
45,12,1,20083
39,2,1,20083
20,13,1,20083
18,12,1,20083
32,15,1,17167
28,11,1,17167
45,9,1,20250
40,4,1,20250
19,12,1,20250
17,11,1,20250
25,15,1,10833
35,10,1,22417
30,9,1,22417
10,4,1,22417
7,1,1,22417
5,0,1,22417
45,9,1,13333
38,0,1,13333
53,3,1,8500
37,9,1,8500
49,10,1,15667
26,17,1,15667
23,15,1,15667
50,15,1,20692
40,10,1,20692
17,12,1,20692
55,12,1,16025
48,10,1,16025
15,9,1,16025
50,9,1,15875
45,0,1,15875
23,15,1,15875
22,15,1,15875
80,0,1,15875
33,9,1,12458
30,10,1,12458
50,4,1,16292
23,14,1,16292
15,9,1,16292
13,8,1,16292
35,9,1,10983
25,9,1,10983
70,5,1,3725
61,16,1,38917
56,15,1,38917
34,17,1,38917
29,17,1,38917
2,0,1,38917
27,16,1,38917
46,15,1,29583
42,12,1,29583
21,14,1,29583
21,12,1,29583
72,16,1,32583
66,15,1,32583
31,17,1,32583
42,16,1,34667
39,17,1,34667
9,2,1,34667
2,0,1,34667
80,17,1,34667
74,17,1,34667
35,18,1,27083
31,18,1,27083
1,0,1,27083
59,16,1,34750
58,17,1,34750
79,15,1,15683
52,17,1,17250
52,12,1,4432
47,10,1,4432
22,14,1,4432
24,17,1,4432
42,12,1,15683
40,12,1,15683
22,12,1,15683
20,14,1,15683
18,8,1,15683
32,10,1,15792
27,10,1,15792
6,0,1,15792
4,0,1,15792
2,0,1,15792
31,12,1,12375
31,12,1,12375
10,4,1,12375
31,3,1,12417
30,8,1,12417
23,12,1,12417
35,5,1,30875
32,12,1,30875
13,6,1,30875
10,2,1,30875
12,5,1,30875
60,9,1,4192
79,5,1,7217
70,2,1,10722
42,12,1,10722
37,10,1,10722
8,1,1,10722
17,11,1,10722
13,6,1,10722
4,0,1,10722
40,12,1,10722
70,2,1,9914
39,10,1,9914
35,12,1,9914
16,10,1,9914
14,8,1,9914
37,10,1,9914
32,12,1,9914
8,1,1,9914
4,0,1,9914
36,12,1,8520
28,12,1,8520
80,3,1,10653
52,1,1,10653
34,15,1,10653
26,12,1,10653
4,0,1,10653
14,8,1,10653
58,3,1,7601
55,5,1,7601
32,12,1,7601
26,9,1,7601
13,6,1,7601
9,2,1,7601
8,1,1,7601
72,2,1,5449
52,10,1,5449
11,6,1,5449
45,9,1,4346
54,0,1,4453
20,8,1,4453
55,15,1,25358
52,10,1,25358
30,15,1,25358
26,12,1,25358
7,2,1,25358
2,0,1,25358
25,12,1,25358
22,12,1,25358
1,0,1,25358
50,7,1,16675
45,0,1,16675
22,15,1,16675
20,14,1,16675
18,13,1,16675
55,0,1,9975
50,10,1,9975
29,18,1,9975
36,12,1,10808
30,12,1,10808
8,2,1,10808
2,0,1,10808
70,0,1,20925
65,0,1,20925
36,9,1,20925
30,9,1,20925
17,9,1,20925
10,4,1,20925
17,11,1,20925
12,7,1,20925
75,0,1,17083
70,4,1,17083
40,7,1,17083
35,9,1,17083
6,1,1,17083
1,0,1,17083
28,17,1,17083
35,6,1,9900
30,9,1,9900
14,8,1,9900
2,0,1,9900
43,7,1,17117
38,9,1,17117
14,0,1,17117
15,9,1,17117
13,8,1,17117
48,15,1,22042
44,20,1,22042
19,12,1,22042
70,17,1,16208
62,9,1,16208
36,14,1,16208
30,15,1,16208
5,0,1,16208
64,15,1,17125
58,17,1,17125
85,0,1,17125
67,17,1,8792
66,15,1,8792
64,15,1,7583
77,10,1,16292
69,8,1,16292
11,5,1,16292
41,10,1,14933
35,10,1,14933
11,5,1,14933
6,1,1,14933
63,12,1,12033
54,12,1,12033
33,12,1,12033
30,16,1,12033
43,15,1,28897
36,17,1,28897
16,10,1,28897
13,7,1,28897
2,0,1,28897
45,10,1,37617
40,12,1,37617
20,14,1,37617
17,10,1,37617
12,6,1,37617
9,3,1,37617
40,10,1,17500
34,5,1,17500
16,11,1,17500
10,4,1,17500
30,12,1,17230
27,12,1,17230
4,0,1,17230
1,0,1,17230
31,8,1,18667
25,10,1,18667
2,0,1,18667
0,0,1,18667
42,7,1,11397
42,12,1,11397
30,9,1,16250
25,9,1,16250
62,0,1,16250
46,11,1,15970
38,9,1,15970
8,2,1,15970
14,8,1,15970
11,6,1,15970
60,11,1,10700
49,11,1,10700
25,16,1,10700
23,15,1,10700
32,12,1,11425
55,10,1,11425
34,15,1,11425
6,0,1,11425
11,4,1,11425
39,17,1,16250
35,17,1,16250
10,3,1,16250
40,15,1,11804
29,12,1,11804
4,0,1,11804
51,12,1,5008
40,8,1,7417
32,12,1,7417
13,7,1,7417
11,5,1,7417
39,7,1,10042
33,15,1,10042
12,6,1,10042
7,1,1,10042
70,9,1,10208
60,0,1,10208
34,9,1,10208
30,12,1,10208
3,0,1,10208
1,0,1,10208
56,15,1,26625
54,17,1,26625
23,14,1,26625
20,13,1,26625
10,4,1,26625
41,12,1,8521
22,15,1,8521
31,15,1,26257
65,3,1,23548
34,9,1,23548
50,12,1,52667
49,12,1,52667
25,17,1,52667
23,15,1,52667
69,15,1,42167
68,15,1,42167
79,17,1,21000
47,8,1,6250
46,12,1,39375
40,10,1,39375
13,7,1,39375
15,10,1,39375
60,5,1,39375
40,17,1,15417
38,16,1,15417
15,10,1,15417
28,15,1,19417
48,10,1,19417
71,17,1,26063
66,5,1,26063
41,17,1,26063
10,5,1,26063
44,7,1,39667
41,7,1,39667
6,0,1,39667
16,10,1,39667
13,7,1,39667
11,4,1,39667
75,8,1,16797
45,3,1,16797
20,14,1,16797
38,8,1,16333
58,2,1,16333
84,4,1,16333
65,4,1,3750
60,17,1,16792
40,0,1,16792
23,15,1,16792
11,5,1,16792
62,12,1,11125
54,10,1,11125
32,16,1,11125
33,16,1,18750
28,15,1,18750
0,0,1,18750
8,2,1,18750
43,15,1,13708
28,10,1,13708
5,0,1,13708
0,0,1,13708
24,16,1,17783
67,15,1,4042
38,8,1,11042
32,8,1,11042
16,9,1,11042
13,7,1,11042
43,19,1,20367
13,7,1,20367
17,11,1,20367
65,12,1,35718
59,10,1,35718
34,15,1,35718
33,10,1,35718
7,1,1,35718
32,12,1,35718
28,11,1,35718
1,0,1,35718
47,7,1,34275
45,10,1,34275
13,7,1,34275
10,4,1,34275
65,10,1,34275
37,15,1,34275
33,12,1,34275
50,10,1,10338
50,3,1,10338
25,10,1,10338
80,10,1,21442
65,4,1,21442
30,15,1,21442
25,9,1,21442
33,9,1,22458
31,15,1,22458
3,0,1,22458
55,2,1,22458
51,8,1,15848
46,12,1,15848
17,11,1,15848
42,9,1,8471
36,7,1,8471
7,2,1,8471
2,0,1,8471
50,7,1,17359
48,0,1,17359
28,15,1,17359
25,15,1,17359
3,0,1,17359
41,15,1,15083
38,8,1,15083
15,8,1,15083
14,8,1,15083
20,12,1,15083
18,12,1,15083
64,10,1,7842
62,5,1,7842
26,14,1,7842
36,10,1,15500
35,6,1,15500
11,3,1,15500
8,2,1,15500
34,8,1,9083
28,0,1,9083
9,3,1,9083
43,10,1,12117
40,0,1,12117
20,12,1,12117
18,10,1,12117
30,15,1,10292
28,12,1,10292
10,3,1,10292
9,2,1,10292
35,7,1,15667
30,5,1,15667
27,8,1,15667
20,13,1,15667
35,5,1,13283
28,5,1,13283
10,3,1,13283
6,0,1,13283
32,17,1,15417
30,15,1,15417
24,15,1,15417
21,11,1,15417
45,12,1,30542
43,12,1,30542
20,16,1,30542
24,16,1,30542
30,16,1,10500
31,16,1,10500
35,16,1,16542
32,15,1,16542
21,13,1,8375
29,13,1,9333
33,15,1,8375
34,15,1,15583
34,15,1,15583
55,12,1,13425
23,15,1,13425
21,14,1,13425
72,5,1,16208
52,9,1,16208
21,15,1,16208
16,10,1,16208
58,10,1,31833
57,9,1,31833
29,17,1,31833
50,9,1,16155
42,9,1,16155
16,9,1,16155
70,5,1,34180
64,8,1,34180
38,10,1,34180
44,12,1,34180
42,10,1,34180
40,10,1,34180
50,15,1,13358
41,9,1,13358
18,11,1,13358
16,9,1,13358
42,12,1,10042
38,5,1,10042
12,5,1,10042
58,0,1,22022
54,10,1,22022
25,17,1,22022
23,9,1,22022
20,10,1,22022
55,17,1,40875
53,17,1,40875
21,14,1,40875
71,15,1,32958
70,15,1,32958
62,10,1,32958
30,15,1,27208
26,17,1,27208
27,15,1,27208
49,15,1,10458
40,9,1,10458
17,11,1,10458
10,4,1,10458
65,10,1,16125
58,7,1,16125
75,11,1,5567
61,7,1,5567
88,5,1,7558
75,3,1,7558
65,5,1,7558
75,4,1,6038
47,10,1,21150
46,5,1,21150
28,13,1,21150
28,16,1,21150
20,13,1,21150
22,16,1,21150
53,15,1,20542
48,11,1,20542
24,17,1,20542
17,11,1,20542
40,15,1,20792
35,15,1,20792
10,5,1,20792
7,1,1,20792
57,12,1,15433
28,12,1,15433
65,4,1,12600
65,0,1,12600
40,12,1,12600
48,11,1,6467
45,9,1,6467
54,4,1,15830
30,9,1,15830
75,10,1,17407
70,10,1,17407
45,12,1,17407
40,8,1,17407
10,4,1,17407
14,8,1,17407
50,10,1,17407
60,0,1,14750
48,3,1,14750
35,7,1,14750
25,9,1,14750
3,0,1,14750
6,0,1,14750
29,9,1,14750
22,12,1,14750
0,0,1,14750
35,12,1,11167
31,12,1,11167
4,0,1,11167
1,0,1,11167
46,9,1,11267
43,0,1,11267
22,10,1,11267
34,3,1,9433
30,0,1,9433
11,4,1,9433
12,7,1,9433
48,9,1,13375
41,5,1,13375
21,15,1,13375
15,9,1,13375
18,12,1,13375
55,12,1,13458
40,8,1,13458
20,12,1,13458
22,10,1,8283
20,7,1,8283
1,0,1,8283
45,9,1,11500
42,12,1,11500
23,14,1,11500
80,10,1,13417
44,10,1,13417
35,7,1,13417
17,11,1,13417
13,8,1,13417
48,9,1,17792
31,13,1,17792
27,15,1,17792
4,0,1,17792
28,12,1,17792
24,12,1,17792
11,6,1,17792
40,9,1,15458
38,15,1,15458
17,10,1,15458
64,7,1,15458
59,6,1,15458
62,10,1,12175
55,5,1,12175
16,10,1,12175
62,7,1,10517
55,5,1,10517
28,0,1,10517
23,14,1,10517
16,6,1,10517
46,7,1,16625
41,4,1,16625
15,9,1,16625
13,7,1,16625
21,14,1,16625
70,0,1,16625
70,7,1,5500
60,8,1,5500
55,9,1,7500
50,4,1,7500
13,8,1,7500
9,3,1,7500
54,12,1,13069
42,12,1,13069
17,12,1,13069
15,10,1,13069
51,7,1,11879
43,10,1,11879
22,12,1,11879
20,11,1,11879
27,12,1,11879
21,13,1,11879
0,0,1,11879
21,12,1,8751
21,14,1,8751
33,12,1,8704
28,15,1,8704
40,9,1,6621
35,6,1,6621
14,9,1,6621
18,12,1,6621
36,9,1,8271
36,12,1,8271
10,4,1,8271
8,2,1,8271
36,0,1,7204
33,5,1,7204
8,1,1,7204
28,8,1,6702
27,8,1,6702
63,15,1,16042
61,0,1,16042
37,14,1,16042
24,17,1,16042
3,0,1,16042
32,15,1,16042
51,12,1,27542
45,12,1,27542
20,14,1,27542
14,9,1,27542
49,10,1,19542
37,12,1,19542
14,9,1,19542
30,15,1,31000
29,15,1,31000
2,0,1,31000
58,9,1,31000
50,7,1,31000
88,0,1,31000
56,12,1,12573
42,9,1,12573
31,9,1,51083
25,14,1,51083
4,0,1,51083
1,0,1,51083
64,6,1,20452
55,15,1,26692
49,15,1,26692
24,17,1,26692
19,13,1,26692
45,15,1,10811
40,9,1,10811
20,13,1,10811
12,6,1,10811
68,2,1,10811
38,9,1,10811
56,15,1,12884
46,7,1,12884
21,14,1,12884
21,14,1,12884
24,15,1,12884
55,7,1,10827
50,7,1,10827
26,12,1,10827
22,10,1,10827
72,0,1,10827
62,9,1,10560
30,17,1,10560
27,17,1,10560
54,6,1,10776
51,0,1,10776
29,0,1,10776
22,14,1,10776
65,8,1,12892
63,0,1,12892
38,15,1,12892
33,9,1,12892
11,4,1,12892
6,0,1,12892
65,2,1,6409
80,4,1,7521
14,9,1,7521
20,14,1,10100
18,12,1,6500
20,13,1,9333
24,18,1,9433
23,17,1,10667
19,12,1,8783
22,14,1,9483
20,14,1,9333
36,9,1,19250
34,10,1,19250
12,6,1,19250
58,5,1,19250
33,9,1,19250
53,10,1,31167
51,10,1,31167
24,16,1,31167
30,10,1,20625
25,12,1,20625
4,0,1,20625
52,9,1,13125
25,13,1,13125
22,15,1,13125
42,9,1,25667
38,12,1,25667
8,2,1,25667
55,15,1,22417
74,11,1,10208
72,5,1,10208
33,10,1,7242
45,18,1,24050
40,15,1,24050
17,12,1,24050
20,14,1,24050
17,12,1,24050
75,17,1,24400
66,11,1,24400
42,14,1,24400
36,14,1,24400
14,8,1,24400
14,8,1,24400
35,14,1,16700
30,12,1,16700
4,0,1,16700
40,18,1,21383
34,14,1,21383
13,7,1,21383
5,0,1,21383
58,10,1,17133
52,7,1,17133
40,10,1,11317
16,9,1,11317
75,0,1,8917
40,3,1,10783
60,0,1,10783
58,0,1,9903
50,5,1,9903
27,16,1,9903
17,11,1,9903
23,12,1,9903
21,12,1,9903
55,4,1,9693
30,12,1,9693
23,10,1,9693
3,0,1,9693
27,15,1,9693
22,12,1,9693
0,0,1,9693
60,4,1,9725
45,10,1,9725
38,8,1,9725
17,11,1,9725
51,9,1,8642
45,5,1,8642
17,12,1,8642
15,10,1,8642
13,8,1,8642
60,3,1,11033
45,9,1,11033
14,9,1,11033
11,5,1,11033
35,8,1,11033
27,10,1,11033
4,0,1,11033
0,0,1,11033
64,3,1,9978
55,10,1,9978
20,10,1,9978
38,8,1,10377
28,5,1,10377
8,2,1,10377
6,1,1,10377
64,9,1,9884
60,5,1,9884
32,7,1,9884
23,7,1,9884
20,6,1,9884
17,6,1,9884
44,15,1,18108
41,15,1,18108
17,10,1,18108
44,12,1,8275
40,11,1,8275
14,8,1,8275
10,4,1,8275
40,10,1,10200
34,12,1,10200
12,6,1,10200
17,11,1,10200
15,10,1,10200
10,5,1,10200
70,4,1,4817
40,0,1,7700
18,11,1,7700
14,9,1,7700
17,10,1,7700
75,0,1,11725
70,0,1,11725
50,0,1,11725
24,15,1,11725
21,9,1,11725
41,9,1,5375
23,13,1,5375
58,8,1,9192
42,5,1,9192
24,8,1,9192
22,8,1,9192
38,15,1,19892
28,15,1,19892
4,0,1,19892
2,0,1,19892
59,0,1,19892
40,15,1,19892
16,10,1,19892
13,6,1,19892
45,15,1,15283
37,10,1,15283
19,13,1,15283
15,9,1,15283
42,0,1,10146
39,3,1,10146
18,13,1,10146
17,10,1,10146
54,2,1,15567
44,5,1,15567
22,14,1,15567
20,12,1,15567
56,12,1,10213
50,0,1,10213
17,9,1,10213
30,12,1,12505
